Potential_Score_0_100,hcp_id,specialty,Potential_Category
55.6,NPIIN0000010117,General Medicine,Low
0.0,NPIIN0000010118,Orthopedics,Low
15.2,NPIIN0000010119,Dermatology,Low
0.0,NPIIN0000010120,Pulmonology,Low
0.0,NPIIN0000010121,Pulmonology,Low
0.0,NPIIN0000010122,Urology,Low
0.0,NPIIN0000010123,Urology,Low
0.0,NPIIN0000010124,Cardiology,Low
95.0,NPIIN0000010125,General Medicine,Low
48.7,NPIIN0000010126,Endocrinology,Low
0.0,NPIIN0000010127,Cardiology,Low
72.3,NPIIN0000010128,Diabetology,Low
0.0,NPIIN0000010129,Pulmonology,Low
0.0,NPIIN0000010130,Dermatology,Low
0.0,NPIIN0000010131,Urology,Low
25.1,NPIIN0000010132,General Medicine,Low
48.6,NPIIN0000010133,General Medicine,Low
97.8,NPIIN0000010134,Endocrinology,Low
1.3,NPIIN0000010135,Endocrinology,Low
0.0,NPIIN0000010136,Cardiology,Low
0.0,NPIIN0000010137,Orthopedics,Low
0.1,NPIIN0000010138,Cardiology,Low
0.0,NPIIN0000010139,Gastroenterology,Low
0.0,NPIIN0000010140,Diabetology,Low
0.0,NPIIN0000010141,Pulmonology,Low
0.0,NPIIN0000010142,Urology,Low
85.0,NPIIN0000010143,Orthopedics,Low
66.1,NPIIN0000010144,Diabetology,Low
72.2,NPIIN0000010145,Urology,Low
61.7,NPIIN0000010146,Diabetology,Low
0.0,NPIIN0000010147,Dermatology,Low
0.6,NPIIN0000010148,Cardiology,Low
0.0,NPIIN0000010149,Pulmonology,Low
0.0,NPIIN0000010150,Gastroenterology,Low
56.2,NPIIN0000010151,Dermatology,Low
41.8,NPIIN0000010152,Dermatology,Low
80.1,NPIIN0000010153,Diabetology,Low
0.0,NPIIN0000010154,Dermatology,Low
63.1,NPIIN0000010155,Diabetology,Low
55.1,NPIIN0000010156,Endocrinology,Low
0.0,NPIIN0000010157,Cardiology,Low
33.7,NPIIN0000010158,Endocrinology,Low
0.0,NPIIN0000010159,Cardiology,Low
0.0,NPIIN0000010160,Neurology,Low
68.0,NPIIN0000010161,Endocrinology,Low
5.9,NPIIN0000010162,Pulmonology,Low
0.0,NPIIN0000010163,Cardiology,Low
0.0,NPIIN0000010164,Neurology,Low
0.5,NPIIN0000010165,Diabetology,Low
98.6,NPIIN0000010166,Diabetology,High
0.0,NPIIN0000010167,Neurology,Low
0.0,NPIIN0000010168,Orthopedics,Low
0.0,NPIIN0000010169,Orthopedics,Low
7.8,NPIIN0000010170,General Medicine,Low
0.0,NPIIN0000010171,Orthopedics,Low
0.0,NPIIN0000010172,Pulmonology,Low
0.0,NPIIN0000010173,Urology,Low
0.0,NPIIN0000010174,Cardiology,Low
0.3,NPIIN0000010175,Cardiology,Low
0.0,NPIIN0000010176,Cardiology,Low
7.7,NPIIN0000010177,Dermatology,Low
26.7,NPIIN0000010178,Cardiology,Low
0.8,NPIIN0000010179,Endocrinology,Medium
0.0,NPIIN0000010180,Pulmonology,Low
0.0,NPIIN0000010181,Orthopedics,Low
0.0,NPIIN0000010182,Pulmonology,Low
0.5,NPIIN0000010183,Gastroenterology,Low
66.3,NPIIN0000010184,Endocrinology,Low
0.0,NPIIN0000010185,Urology,Low
0.0,NPIIN0000010186,Cardiology,Low
78.4,NPIIN0000010187,Diabetology,Low
0.0,NPIIN0000010188,General Medicine,Low
24.8,NPIIN0000010189,Endocrinology,Low
0.0,NPIIN0000010190,Neurology,Low
0.0,NPIIN0000010191,Neurology,Low
0.7,NPIIN0000010192,Endocrinology,Low
0.0,NPIIN0000010193,Cardiology,Low
0.0,NPIIN0000010194,Cardiology,Low
0.0,NPIIN0000010195,Cardiology,Low
0.0,NPIIN0000010196,Urology,Low
0.0,NPIIN0000010197,Pulmonology,Low
0.0,NPIIN0000010198,Cardiology,Low
0.0,NPIIN0000010199,Cardiology,Low
0.0,NPIIN0000010200,Dermatology,Low
0.0,NPIIN0000010201,Dermatology,Low
0.0,NPIIN0000010202,Urology,Low
0.0,NPIIN0000010203,Endocrinology,Low
85.0,NPIIN0000010204,General Medicine,Low
0.0,NPIIN0000010205,Cardiology,Low
0.0,NPIIN0000010206,Dermatology,Low
72.3,NPIIN0000010207,General Medicine,Low
0.0,NPIIN0000010208,Neurology,Low
0.0,NPIIN0000010209,Cardiology,Low
0.1,NPIIN0000010210,Gastroenterology,Low
0.0,NPIIN0000010211,Endocrinology,Low
0.0,NPIIN0000010212,Dermatology,Low
50.6,NPIIN0000010213,Endocrinology,Low
0.0,NPIIN0000010214,Dermatology,Low
0.0,NPIIN0000010215,Cardiology,Low
0.0,NPIIN0000010216,Neurology,Low
0.0,NPIIN0000010217,Gastroenterology,Low
85.2,NPIIN0000010218,General Medicine,Low
0.0,NPIIN0000010219,Diabetology,Low
0.7,NPIIN0000010220,General Medicine,Low
0.0,NPIIN0000010221,Diabetology,Low
0.0,NPIIN0000010222,Neurology,Low
0.0,NPIIN0000010223,Cardiology,Low
0.0,NPIIN0000010224,Cardiology,Low
0.0,NPIIN0000010225,Diabetology,Low
69.5,NPIIN0000010226,Diabetology,Low
93.1,NPIIN0000010227,Endocrinology,Medium
84.7,NPIIN0000010228,Gastroenterology,Low
0.0,NPIIN0000010229,Cardiology,Low
0.0,NPIIN0000010230,Urology,Low
0.0,NPIIN0000010231,Gastroenterology,Low
49.9,NPIIN0000010232,General Medicine,Low
0.0,NPIIN0000010233,Dermatology,Low
0.0,NPIIN0000010234,Pulmonology,Low
0.0,NPIIN0000010235,Pulmonology,Low
85.6,NPIIN0000010236,Diabetology,Low
0.0,NPIIN0000010237,Neurology,Low
0.3,NPIIN0000010238,Cardiology,Low
78.0,NPIIN0000010239,General Medicine,Low
0.0,NPIIN0000010240,Cardiology,Low
52.7,NPIIN0000010241,General Medicine,Low
0.0,NPIIN0000010242,Pulmonology,Low
75.9,NPIIN0000010243,Endocrinology,Low
38.7,NPIIN0000010244,Endocrinology,Low
0.0,NPIIN0000010245,Dermatology,Low
68.0,NPIIN0000010246,Diabetology,Low
0.0,NPIIN0000010247,Cardiology,Low
1.0,NPIIN0000010248,General Medicine,Low
0.0,NPIIN0000010249,Orthopedics,Low
0.0,NPIIN0000010250,Neurology,Low
0.0,NPIIN0000010251,Pulmonology,Low
0.1,NPIIN0000010252,Dermatology,Low
0.0,NPIIN0000010253,Neurology,Low
72.4,NPIIN0000010254,Dermatology,Low
0.0,NPIIN0000010255,Neurology,Low
0.1,NPIIN0000010256,Urology,Low
90.6,NPIIN0000010257,Pulmonology,Low
0.0,NPIIN0000010258,Diabetology,Low
0.0,NPIIN0000010259,Cardiology,Low
0.0,NPIIN0000010260,Cardiology,Low
54.1,NPIIN0000010261,General Medicine,Low
0.0,NPIIN0000010262,Orthopedics,Low
0.0,NPIIN0000010263,Gastroenterology,Low
0.0,NPIIN0000010264,Gastroenterology,Low
0.0,NPIIN0000010265,Neurology,Low
0.0,NPIIN0000010266,Urology,Low
0.0,NPIIN0000010267,Gastroenterology,Low
56.4,NPIIN0000010268,Diabetology,Low
0.0,NPIIN0000010269,General Medicine,Low
68.7,NPIIN0000010270,General Medicine,Low
47.9,NPIIN0000010271,Endocrinology,Low
26.5,NPIIN0000010272,Endocrinology,Low
30.0,NPIIN0000010273,Diabetology,Low
48.6,NPIIN0000010274,Endocrinology,Low
69.6,NPIIN0000010275,Endocrinology,Low
0.0,NPIIN0000010276,Urology,Low
0.5,NPIIN0000010277,General Medicine,Low
0.0,NPIIN0000010278,Dermatology,Low
0.0,NPIIN0000010279,Cardiology,Low
85.1,NPIIN0000010280,Orthopedics,Low
0.0,NPIIN0000010281,Gastroenterology,Low
0.0,NPIIN0000010282,Urology,Low
76.9,NPIIN0000010283,General Medicine,Low
0.0,NPIIN0000010284,Neurology,Low
0.0,NPIIN0000010285,General Medicine,Low
0.0,NPIIN0000010286,General Medicine,Low
0.0,NPIIN0000010287,Gastroenterology,Low
0.0,NPIIN0000010288,Cardiology,Low
0.0,NPIIN0000010289,Cardiology,Low
0.8,NPIIN0000010290,Urology,Low
0.0,NPIIN0000010291,Cardiology,Low
0.0,NPIIN0000010292,Gastroenterology,Low
0.1,NPIIN0000010293,Endocrinology,Low
27.5,NPIIN0000010294,General Medicine,Low
67.4,NPIIN0000010295,Diabetology,Low
4.4,NPIIN0000010296,General Medicine,Low
0.0,NPIIN0000010297,Dermatology,Low
0.0,NPIIN0000010298,Urology,Low
0.0,NPIIN0000010299,Endocrinology,Low
52.2,NPIIN0000010300,General Medicine,Low
0.0,NPIIN0000010301,Dermatology,Low
0.0,NPIIN0000010302,Cardiology,Low
0.0,NPIIN0000010303,Cardiology,Low
0.0,NPIIN0000010304,General Medicine,Low
0.0,NPIIN0000010305,Dermatology,Low
0.0,NPIIN0000010306,General Medicine,Low
0.0,NPIIN0000010307,Cardiology,Low
0.0,NPIIN0000010308,Orthopedics,Low
0.0,NPIIN0000010309,Orthopedics,Low
0.3,NPIIN0000010310,Neurology,Low
0.0,NPIIN0000010311,Neurology,Low
0.0,NPIIN0000010312,Orthopedics,Low
0.0,NPIIN0000010313,Neurology,Low
0.0,NPIIN0000010314,Gastroenterology,Low
7.5,NPIIN0000010315,General Medicine,Low
0.0,NPIIN0000010316,Endocrinology,Low
0.0,NPIIN0000010317,Dermatology,Low
0.0,NPIIN0000010318,Neurology,Low
84.3,NPIIN0000010319,Diabetology,Low
0.0,NPIIN0000010320,Pulmonology,Low
0.0,NPIIN0000010321,Dermatology,Low
79.5,NPIIN0000010322,Diabetology,Low
0.3,NPIIN0000010323,Gastroenterology,Low
0.0,NPIIN0000010324,Cardiology,Low
0.0,NPIIN0000010325,Pulmonology,Low
0.3,NPIIN0000010326,Orthopedics,Low
0.0,NPIIN0000010327,Urology,Low
0.0,NPIIN0000010328,Urology,Low
0.0,NPIIN0000010329,Neurology,Low
7.8,NPIIN0000010330,General Medicine,Low
0.0,NPIIN0000010331,Neurology,Low
67.1,NPIIN0000010332,Diabetology,Low
0.0,NPIIN0000010333,Pulmonology,Low
0.0,NPIIN0000010334,Pulmonology,Low
55.7,NPIIN0000010335,Pulmonology,Low
0.0,NPIIN0000010336,General Medicine,Low
0.0,NPIIN0000010337,General Medicine,Low
0.2,NPIIN0000010338,General Medicine,Low
72.9,NPIIN0000010339,Endocrinology,Low
85.8,NPIIN0000010340,General Medicine,Low
0.0,NPIIN0000010341,Cardiology,Low
0.0,NPIIN0000010342,Urology,Low
0.0,NPIIN0000010343,Cardiology,Low
0.0,NPIIN0000010344,Dermatology,Low
51.5,NPIIN0000010345,Diabetology,Low
0.0,NPIIN0000010346,Dermatology,Low
0.0,NPIIN0000010347,Gastroenterology,Low
0.0,NPIIN0000010348,Urology,Low
0.0,NPIIN0000010349,Urology,Low
25.4,NPIIN0000010350,Neurology,Low
0.3,NPIIN0000010351,Endocrinology,Low
0.0,NPIIN0000010352,Pulmonology,Low
1.6,NPIIN0000010353,General Medicine,Low
0.0,NPIIN0000010354,Urology,Low
0.4,NPIIN0000010355,Urology,Low
0.8,NPIIN0000010356,Diabetology,Low
0.0,NPIIN0000010357,Neurology,Low
51.5,NPIIN0000010358,General Medicine,Low
0.0,NPIIN0000010359,Neurology,Low
0.0,NPIIN0000010360,Pulmonology,Low
82.5,NPIIN0000010361,General Medicine,Low
0.0,NPIIN0000010362,Urology,Low
98.4,NPIIN0000010363,Diabetology,Low
0.0,NPIIN0000010364,Dermatology,Low
0.1,NPIIN0000010365,Neurology,Low
0.0,NPIIN0000010366,Diabetology,Low
66.1,NPIIN0000010367,General Medicine,Low
0.3,NPIIN0000010368,Cardiology,Low
0.0,NPIIN0000010369,Pulmonology,Low
0.0,NPIIN0000010370,Urology,Low
0.0,NPIIN0000010371,Cardiology,Low
0.0,NPIIN0000010372,Cardiology,Low
0.0,NPIIN0000010373,General Medicine,Low
0.0,NPIIN0000010374,Diabetology,Low
0.0,NPIIN0000010375,Diabetology,Low
0.0,NPIIN0000010376,Neurology,Low
0.0,NPIIN0000010377,General Medicine,Low
0.0,NPIIN0000010378,Dermatology,Low
66.4,NPIIN0000010379,General Medicine,Low
0.0,NPIIN0000010380,Pulmonology,Low
5.6,NPIIN0000010381,General Medicine,Low
71.9,NPIIN0000010382,Diabetology,Low
27.7,NPIIN0000010383,General Medicine,Low
0.0,NPIIN0000010384,Gastroenterology,Low
0.0,NPIIN0000010385,Orthopedics,Low
0.0,NPIIN0000010386,Cardiology,Low
0.0,NPIIN0000010387,Pulmonology,Low
0.6,NPIIN0000010388,Neurology,Low
0.0,NPIIN0000010389,Cardiology,Low
0.0,NPIIN0000010390,Dermatology,Low
0.0,NPIIN0000010391,Diabetology,Low
0.0,NPIIN0000010392,Urology,Low
0.0,NPIIN0000010393,Pulmonology,Low
65.1,NPIIN0000010394,Endocrinology,Low
0.0,NPIIN0000010395,Gastroenterology,Low
65.1,NPIIN0000010396,Endocrinology,Low
0.0,NPIIN0000010397,Gastroenterology,Low
0.0,NPIIN0000010398,Dermatology,Low
0.0,NPIIN0000010399,Pulmonology,Low
83.8,NPIIN0000010400,Diabetology,Low
82.4,NPIIN0000010401,General Medicine,Low
80.5,NPIIN0000010402,General Medicine,Low
0.0,NPIIN0000010403,Neurology,Low
85.8,NPIIN0000010404,Neurology,Low
55.4,NPIIN0000010405,General Medicine,Low
0.0,NPIIN0000010406,Gastroenterology,Low
26.9,NPIIN0000010407,Gastroenterology,Low
0.3,NPIIN0000010408,Neurology,Low
50.5,NPIIN0000010409,Diabetology,Low
80.8,NPIIN0000010410,General Medicine,Low
6.7,NPIIN0000010411,General Medicine,Low
0.0,NPIIN0000010412,Dermatology,Low
0.0,NPIIN0000010413,Dermatology,Low
7.6,NPIIN0000010414,Urology,Low
82.6,NPIIN0000010415,Endocrinology,Medium
0.0,NPIIN0000010416,Gastroenterology,Low
0.0,NPIIN0000010417,Urology,Low
72.9,NPIIN0000010418,Endocrinology,Low
0.0,NPIIN0000010419,Cardiology,Low
0.0,NPIIN0000010420,Cardiology,Low
0.0,NPIIN0000010421,Pulmonology,Low
85.2,NPIIN0000010422,General Medicine,Low
66.4,NPIIN0000010423,Endocrinology,Low
0.0,NPIIN0000010424,General Medicine,Low
0.0,NPIIN0000010425,Gastroenterology,Low
0.0,NPIIN0000010426,Dermatology,Low
0.0,NPIIN0000010427,Gastroenterology,Low
0.0,NPIIN0000010428,Urology,Low
0.0,NPIIN0000010429,Pulmonology,Low
0.0,NPIIN0000010430,Dermatology,Low
0.0,NPIIN0000010431,General Medicine,Low
57.5,NPIIN0000010432,Dermatology,Low
0.0,NPIIN0000010433,Urology,Low
0.0,NPIIN0000010434,Neurology,Low
0.0,NPIIN0000010435,General Medicine,Low
84.2,NPIIN0000010436,Diabetology,Low
0.0,NPIIN0000010437,Diabetology,Low
27.2,NPIIN0000010438,Cardiology,Low
0.0,NPIIN0000010439,Cardiology,Low
70.9,NPIIN0000010440,General Medicine,Low
0.0,NPIIN0000010441,Cardiology,Low
0.0,NPIIN0000010442,Urology,Low
0.0,NPIIN0000010443,Neurology,Low
0.3,NPIIN0000010444,Dermatology,Low
0.0,NPIIN0000010445,General Medicine,Low
0.4,NPIIN0000010446,Endocrinology,Low
4.2,NPIIN0000010447,Diabetology,Low
0.0,NPIIN0000010448,Dermatology,Low
0.0,NPIIN0000010449,Cardiology,Low
0.0,NPIIN0000010450,Neurology,Low
86.3,NPIIN0000010451,Endocrinology,Low
81.0,NPIIN0000010452,General Medicine,Low
0.0,NPIIN0000010453,Cardiology,Low
26.9,NPIIN0000010454,General Medicine,Low
0.0,NPIIN0000010455,Cardiology,Low
0.0,NPIIN0000010456,Dermatology,Low
0.0,NPIIN0000010457,Cardiology,Low
68.2,NPIIN0000010458,Diabetology,Low
0.0,NPIIN0000010459,Cardiology,Low
0.0,NPIIN0000010460,Orthopedics,Low
0.0,NPIIN0000010461,Neurology,Low
7.4,NPIIN0000010462,Neurology,Low
0.0,NPIIN0000010463,General Medicine,Low
0.0,NPIIN0000010464,Urology,Low
0.8,NPIIN0000010465,Endocrinology,Low
0.0,NPIIN0000010466,Dermatology,Low
0.0,NPIIN0000010467,Dermatology,Low
0.0,NPIIN0000010468,Cardiology,Low
0.0,NPIIN0000010469,Cardiology,Low
0.0,NPIIN0000010470,Pulmonology,Low
0.0,NPIIN0000010471,Cardiology,Low
0.3,NPIIN0000010472,Diabetology,Low
0.0,NPIIN0000010473,General Medicine,Low
49.9,NPIIN0000010474,Endocrinology,Low
0.0,NPIIN0000010475,Neurology,Low
82.4,NPIIN0000010476,General Medicine,Low
0.0,NPIIN0000010477,Neurology,Low
7.6,NPIIN0000010478,General Medicine,Low
0.0,NPIIN0000010479,General Medicine,Low
0.4,NPIIN0000010480,General Medicine,Low
0.0,NPIIN0000010481,Urology,Low
0.0,NPIIN0000010482,General Medicine,Low
0.0,NPIIN0000010483,Neurology,Low
0.1,NPIIN0000010484,Dermatology,Low
0.0,NPIIN0000010485,Pulmonology,Low
0.0,NPIIN0000010486,Endocrinology,Low
0.0,NPIIN0000010487,Cardiology,Low
0.2,NPIIN0000010488,Pulmonology,Low
0.0,NPIIN0000010489,Gastroenterology,Low
0.0,NPIIN0000010490,Gastroenterology,Low
0.0,NPIIN0000010491,Neurology,Low
0.0,NPIIN0000010492,Cardiology,Low
0.0,NPIIN0000010493,Gastroenterology,Low
0.0,NPIIN0000010494,Pulmonology,Low
0.0,NPIIN0000010495,Orthopedics,Low
0.0,NPIIN0000010496,Gastroenterology,Low
0.5,NPIIN0000010497,General Medicine,Low
0.0,NPIIN0000010498,Neurology,Low
0.0,NPIIN0000010499,Pulmonology,Low
0.0,NPIIN0000010500,General Medicine,Low
0.0,NPIIN0000010501,Pulmonology,Low
94.3,NPIIN0000010502,Endocrinology,Low
0.0,NPIIN0000010503,Cardiology,Low
0.0,NPIIN0000010504,Gastroenterology,Low
0.0,NPIIN0000010505,General Medicine,Low
6.7,NPIIN0000010506,Gastroenterology,Low
0.3,NPIIN0000010507,General Medicine,Low
0.0,NPIIN0000010508,Dermatology,Low
0.3,NPIIN0000010509,Gastroenterology,Low
0.0,NPIIN0000010510,Gastroenterology,Low
0.0,NPIIN0000010511,General Medicine,Low
0.0,NPIIN0000010512,Orthopedics,Low
0.0,NPIIN0000010513,General Medicine,Low
0.0,NPIIN0000010514,Dermatology,Low
59.2,NPIIN0000010515,General Medicine,Low
91.4,NPIIN0000010516,Endocrinology,Medium
0.0,NPIIN0000010517,Pulmonology,Low
0.0,NPIIN0000010518,General Medicine,Low
70.9,NPIIN0000010519,Diabetology,Low
0.0,NPIIN0000010520,General Medicine,Low
1.7,NPIIN0000010521,Endocrinology,Low
0.0,NPIIN0000010522,Orthopedics,Low
7.5,NPIIN0000010523,Neurology,Low
79.9,NPIIN0000010524,Endocrinology,Low
0.3,NPIIN0000010525,Gastroenterology,Low
0.0,NPIIN0000010526,Pulmonology,Low
0.0,NPIIN0000010527,Gastroenterology,Low
0.0,NPIIN0000010528,Pulmonology,Low
0.0,NPIIN0000010529,Cardiology,Low
1.4,NPIIN0000010530,Endocrinology,Low
13.0,NPIIN0000010531,Gastroenterology,Low
0.0,NPIIN0000010532,Gastroenterology,Low
0.0,NPIIN0000010533,Gastroenterology,Low
0.0,NPIIN0000010534,Cardiology,Low
0.0,NPIIN0000010535,Dermatology,Low
1.1,NPIIN0000010536,General Medicine,Low
13.0,NPIIN0000010537,Neurology,Low
0.3,NPIIN0000010538,Diabetology,Low
0.0,NPIIN0000010539,Gastroenterology,Low
0.0,NPIIN0000010540,Orthopedics,Low
54.0,NPIIN0000010541,Diabetology,Low
0.0,NPIIN0000010542,Gastroenterology,Low
0.0,NPIIN0000010543,Pulmonology,Low
74.0,NPIIN0000010544,Diabetology,Medium
81.1,NPIIN0000010545,Diabetology,Low
0.0,NPIIN0000010546,Gastroenterology,Low
47.6,NPIIN0000010547,Diabetology,Low
0.0,NPIIN0000010548,Cardiology,Low
0.5,NPIIN0000010549,Urology,Low
0.0,NPIIN0000010550,Pulmonology,Low
0.0,NPIIN0000010551,Gastroenterology,Low
54.9,NPIIN0000010552,Pulmonology,Low
86.9,NPIIN0000010553,General Medicine,Low
85.3,NPIIN0000010554,Gastroenterology,Low
0.0,NPIIN0000010555,Cardiology,Low
75.5,NPIIN0000010556,Diabetology,Low
0.0,NPIIN0000010557,Pulmonology,Low
0.0,NPIIN0000010558,Orthopedics,Low
48.5,NPIIN0000010559,General Medicine,Low
0.0,NPIIN0000010560,Orthopedics,Low
0.0,NPIIN0000010561,Gastroenterology,Low
0.0,NPIIN0000010562,General Medicine,Low
0.0,NPIIN0000010563,General Medicine,Low
0.0,NPIIN0000010564,Cardiology,Low
0.0,NPIIN0000010565,Pulmonology,Low
0.1,NPIIN0000010566,Cardiology,Low
4.1,NPIIN0000010567,General Medicine,Low
4.1,NPIIN0000010568,Endocrinology,Low
0.0,NPIIN0000010569,Orthopedics,Low
65.9,NPIIN0000010570,General Medicine,Low
7.0,NPIIN0000010571,General Medicine,Low
48.7,NPIIN0000010572,General Medicine,Low
0.0,NPIIN0000010573,Cardiology,Low
0.0,NPIIN0000010574,General Medicine,Low
0.0,NPIIN0000010575,Gastroenterology,Low
0.0,NPIIN0000010576,Pulmonology,Low
0.1,NPIIN0000010577,General Medicine,Low
0.0,NPIIN0000010578,Dermatology,Low
0.0,NPIIN0000010579,Cardiology,Low
0.0,NPIIN0000010580,Dermatology,Low
0.0,NPIIN0000010581,Cardiology,Low
0.0,NPIIN0000010582,Urology,Low
0.0,NPIIN0000010583,Orthopedics,Low
0.0,NPIIN0000010584,Dermatology,Low
0.0,NPIIN0000010585,Cardiology,Low
0.4,NPIIN0000010586,General Medicine,Low
72.8,NPIIN0000010587,Dermatology,Low
0.0,NPIIN0000010588,Pulmonology,Low
0.7,NPIIN0000010589,General Medicine,Low
0.0,NPIIN0000010590,General Medicine,Low
0.0,NPIIN0000010591,Cardiology,Low
1.1,NPIIN0000010592,General Medicine,Low
0.0,NPIIN0000010593,Cardiology,Low
0.0,NPIIN0000010594,Neurology,Low
0.0,NPIIN0000010595,General Medicine,Low
7.6,NPIIN0000010596,Endocrinology,Low
0.0,NPIIN0000010597,Cardiology,Low
0.0,NPIIN0000010598,Urology,Low
0.0,NPIIN0000010599,Pulmonology,Low
0.0,NPIIN0000010600,Neurology,Low
0.0,NPIIN0000010601,Gastroenterology,Low
0.0,NPIIN0000010602,Pulmonology,Low
0.0,NPIIN0000010603,General Medicine,Low
5.1,NPIIN0000010604,Pulmonology,Low
78.6,NPIIN0000010605,Diabetology,Low
0.0,NPIIN0000010606,Pulmonology,Low
0.0,NPIIN0000010607,Endocrinology,Low
0.0,NPIIN0000010608,Urology,Low
0.0,NPIIN0000010609,General Medicine,Low
56.4,NPIIN0000010610,Endocrinology,Low
4.9,NPIIN0000010611,Neurology,Low
0.0,NPIIN0000010612,Cardiology,Low
0.1,NPIIN0000010613,General Medicine,Low
6.7,NPIIN0000010614,Urology,Low
0.0,NPIIN0000010615,Gastroenterology,Low
80.1,NPIIN0000010616,Neurology,Low
47.3,NPIIN0000010617,General Medicine,Low
0.0,NPIIN0000010618,General Medicine,Low
0.0,NPIIN0000010619,Cardiology,Low
0.0,NPIIN0000010620,Pulmonology,Low
0.3,NPIIN0000010621,Pulmonology,Low
0.0,NPIIN0000010622,Cardiology,Low
86.8,NPIIN0000010623,Cardiology,Low
0.0,NPIIN0000010624,Cardiology,Low
66.2,NPIIN0000010625,Diabetology,Low
0.0,NPIIN0000010626,Cardiology,Low
0.0,NPIIN0000010627,General Medicine,Low
0.0,NPIIN0000010628,General Medicine,Low
0.0,NPIIN0000010629,General Medicine,Low
56.8,NPIIN0000010630,Endocrinology,Low
0.0,NPIIN0000010631,General Medicine,Low
0.0,NPIIN0000010632,Dermatology,Low
6.7,NPIIN0000010633,Diabetology,Low
86.1,NPIIN0000010634,Diabetology,Low
26.8,NPIIN0000010635,Pulmonology,Low
45.5,NPIIN0000010636,Endocrinology,Low
0.0,NPIIN0000010637,General Medicine,Low
54.8,NPIIN0000010638,General Medicine,Low
82.0,NPIIN0000010639,General Medicine,Low
0.0,NPIIN0000010640,Dermatology,Low
0.0,NPIIN0000010641,Dermatology,Low
0.0,NPIIN0000010642,General Medicine,Low
0.0,NPIIN0000010643,General Medicine,Low
0.0,NPIIN0000010644,Orthopedics,Low
0.0,NPIIN0000010645,General Medicine,Low
0.0,NPIIN0000010646,Orthopedics,Low
0.0,NPIIN0000010647,Gastroenterology,Low
49.9,NPIIN0000010648,Diabetology,Low
49.6,NPIIN0000010649,Endocrinology,Low
46.5,NPIIN0000010650,Endocrinology,Low
0.0,NPIIN0000010651,Dermatology,Low
84.2,NPIIN0000010652,Diabetology,Low
24.7,NPIIN0000010653,Neurology,Low
0.0,NPIIN0000010654,Pulmonology,Low
82.9,NPIIN0000010655,Dermatology,Low
0.0,NPIIN0000010656,Gastroenterology,Low
0.0,NPIIN0000010657,Cardiology,Low
0.4,NPIIN0000010658,General Medicine,Low
0.0,NPIIN0000010659,General Medicine,Low
0.0,NPIIN0000010660,Dermatology,Low
0.0,NPIIN0000010661,Gastroenterology,Low
0.5,NPIIN0000010662,Pulmonology,Low
0.0,NPIIN0000010663,Dermatology,Low
24.9,NPIIN0000010664,General Medicine,Low
0.0,NPIIN0000010665,Cardiology,Low
0.0,NPIIN0000010666,Urology,Low
0.3,NPIIN0000010667,General Medicine,Low
0.0,NPIIN0000010668,Dermatology,Low
0.0,NPIIN0000010669,General Medicine,Low
0.0,NPIIN0000010670,Pulmonology,Low
0.0,NPIIN0000010671,General Medicine,Low
0.0,NPIIN0000010672,General Medicine,Low
47.4,NPIIN0000010673,Endocrinology,Low
0.0,NPIIN0000010674,Gastroenterology,Low
0.2,NPIIN0000010675,Diabetology,Low
5.9,NPIIN0000010676,Diabetology,Low
0.0,NPIIN0000010677,General Medicine,Low
0.0,NPIIN0000010678,General Medicine,Low
0.0,NPIIN0000010679,Pulmonology,Low
55.1,NPIIN0000010680,Neurology,Low
0.0,NPIIN0000010681,Neurology,Low
0.0,NPIIN0000010682,General Medicine,Low
0.0,NPIIN0000010683,General Medicine,Low
0.0,NPIIN0000010684,Endocrinology,Low
0.0,NPIIN0000010685,General Medicine,Low
0.0,NPIIN0000010686,Urology,Low
0.0,NPIIN0000010687,General Medicine,Low
0.0,NPIIN0000010688,Orthopedics,Low
97.6,NPIIN0000010689,Endocrinology,Low
55.8,NPIIN0000010690,Gastroenterology,Low
0.0,NPIIN0000010691,Neurology,Low
0.0,NPIIN0000010692,Neurology,Low
55.2,NPIIN0000010693,Neurology,Low
82.3,NPIIN0000010694,Cardiology,Low
0.0,NPIIN0000010695,Gastroenterology,Low
49.0,NPIIN0000010696,General Medicine,Low
0.0,NPIIN0000010697,General Medicine,Low
80.1,NPIIN0000010698,Cardiology,Low
82.2,NPIIN0000010699,Endocrinology,Low
80.2,NPIIN0000010700,Urology,Low
25.3,NPIIN0000010701,Diabetology,Low
0.0,NPIIN0000010702,General Medicine,Low
68.2,NPIIN0000010703,Endocrinology,Low
0.0,NPIIN0000010704,Neurology,Low
0.1,NPIIN0000010705,Gastroenterology,Low
0.0,NPIIN0000010706,Urology,Low
0.0,NPIIN0000010707,Pulmonology,Low
81.5,NPIIN0000010708,Diabetology,Low
0.0,NPIIN0000010709,Cardiology,Low
75.7,NPIIN0000010710,Diabetology,Low
0.0,NPIIN0000010711,Pulmonology,Low
0.0,NPIIN0000010712,Orthopedics,Low
0.0,NPIIN0000010713,Cardiology,Low
0.0,NPIIN0000010714,General Medicine,Low
0.0,NPIIN0000010715,Neurology,Low
0.0,NPIIN0000010716,Pulmonology,Low
0.0,NPIIN0000010717,Neurology,Low
0.0,NPIIN0000010718,General Medicine,Low
