Prscrbr_NPI,Prscrbr_Last_Org_Name,Prscrbr_First_Name,Prscrbr_City,Prscrbr_District,Prscrbr_State_Abrvtn,Prscrbr_State_FIPS,Prscrbr_Type,Prscrbr_Type_Src,Specialty,Locality
NPIIN1000010435,Narayanan,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Royapettah
NPIIN1000010436,Menon,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Nungambakkam
NPIIN1000010437,Menon,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,T Nagar
NPIIN1000010438,Murugan,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Anna Nagar
NPIIN1000010439,Krishnan,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Kodambakkam
NPIIN1000010440,Sharma,Hari,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Neurology,Ambattur
NPIIN1000010441,Subramanian,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Guindy
NPIIN1000010442,Murugan,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Guindy
NPIIN1000010443,Reddy,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Kodambakkam
NPIIN1000010444,Menon,Vijay,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Psychiatry,Mogappair
NPIIN1000010445,Narayanan,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Pallavaram
NPIIN1000010446,Reddy,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Ambattur
NPIIN1000010447,Iyer,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Porur
NPIIN1000010448,Rajan,Meena,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Orthopedics,Tambaram
NPIIN1000010449,Iyer,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Tambaram
NPIIN1000010450,Krishnan,Kavya,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Diabetology,Ambattur
NPIIN1000010451,Rajan,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Alandur
NPIIN1000010452,Kumar,Arun,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Urology,Royapettah
NPIIN1000010453,Reddy,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Mylapore
NPIIN1000010454,Narayanan,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Perambur
NPIIN1000010455,Rajan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Tambaram
NPIIN1000010456,Kumar,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Adyar
NPIIN1000010457,Sharma,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Tambaram
NPIIN1000010458,Narayanan,Rajesh,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Pediatrics,Nungambakkam
NPIIN1000010459,Reddy,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Velachery
NPIIN1000010460,Kumar,Nandhini,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Diabetology,Sholinganallur
NPIIN1000010461,Murugan,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Ambattur
NPIIN1000010462,Sharma,Deepa,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,General Medicine,Porur
NPIIN1000010463,Iyer,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Perambur
NPIIN1000010464,Reddy,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Pallavaram
NPIIN1000010465,Krishnan,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Mogappair
NPIIN1000010466,Rajan,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Nungambakkam
NPIIN1000010467,Narayanan,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Porur
NPIIN1000010468,Sharma,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Velachery
NPIIN1000010469,Reddy,Hari,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Orthopedics,Alandur
NPIIN1000010470,Murugan,Deepa,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,General Medicine,Royapettah
NPIIN1000010471,Iyer,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Perambur
NPIIN1000010472,Subramanian,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Alandur
NPIIN1000010473,Iyer,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Sholinganallur
NPIIN1000010474,Subramanian,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Perambur
NPIIN1000010475,Sharma,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Royapettah
NPIIN1000010476,Reddy,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Tambaram
NPIIN1000010477,Krishnan,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Mylapore
NPIIN1000010478,Reddy,Swetha,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Cardiology,Pallavaram
NPIIN1000010479,Rajan,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,T Nagar
NPIIN1000010480,Sharma,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Mylapore
NPIIN1000010481,Rajan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Anna Nagar
NPIIN1000010482,Murugan,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Porur
NPIIN1000010483,Narayanan,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Guindy
NPIIN1000010484,Narayanan,Kavya,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Endocrinology,Porur
NPIIN1000010485,Narayanan,Swetha,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Urology,Chromepet
NPIIN1000010486,Menon,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Tambaram
NPIIN1000010487,Iyer,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Ambattur
NPIIN1000010488,Murugan,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Mogappair
NPIIN1000010489,Kumar,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Perambur
NPIIN1000010490,Subramanian,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Porur
NPIIN1000010491,Narayanan,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Alandur
NPIIN1000010492,Menon,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Mylapore
NPIIN1000010493,Sharma,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,T Nagar
NPIIN1000010494,Iyer,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Ambattur
NPIIN1000010495,Sharma,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Thiruvanmiyur
NPIIN1000010496,Reddy,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,T Nagar
NPIIN1000010497,Reddy,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Velachery
NPIIN1000010498,Sharma,Arun,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,General Medicine,Porur
NPIIN1000010499,Sharma,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Velachery
NPIIN1000010500,Reddy,Arun,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Dermatology,Egmore
NPIIN1000010501,Rajan,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Sholinganallur
NPIIN1000010502,Narayanan,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Ambattur
NPIIN1000010503,Subramanian,Sathish,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Cardiology,Tambaram
NPIIN1000010504,Menon,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Nungambakkam
NPIIN1000010505,Subramanian,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Perambur
NPIIN1000010506,Subramanian,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Mylapore
NPIIN1000010507,Menon,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Royapettah
NPIIN1000010508,Iyer,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Anna Nagar
NPIIN1000010509,Krishnan,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Sholinganallur
NPIIN1000010510,Kumar,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Perambur
NPIIN1000010511,Sharma,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Egmore
NPIIN1000010512,Sharma,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Nungambakkam
NPIIN1000010513,Kumar,Deepa,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,General Medicine,Mogappair
NPIIN1000010514,Rajan,Swetha,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Pediatrics,Anna Nagar
NPIIN1000010515,Subramanian,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Adyar
NPIIN1000010516,Kumar,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Ambattur
NPIIN1000010517,Iyer,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Tambaram
NPIIN1000010518,Murugan,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Ambattur
NPIIN1000010519,Murugan,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Pallavaram
NPIIN1000010520,Sharma,Rajesh,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Psychiatry,Tambaram
NPIIN1000010521,Menon,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Porur
NPIIN1000010522,Iyer,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,T Nagar
NPIIN1000010523,Kumar,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Royapettah
NPIIN1000010524,Narayanan,Meena,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,ENT,Chromepet
NPIIN1000010525,Sharma,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Alandur
NPIIN1000010526,Murugan,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Egmore
NPIIN1000010527,Menon,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Mogappair
NPIIN1000010528,Menon,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Perambur
NPIIN1000010529,Reddy,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Alandur
NPIIN1000010530,Rajan,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Egmore
NPIIN1000010531,Subramanian,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Royapettah
NPIIN1000010532,Kumar,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Velachery
NPIIN1000010533,Reddy,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Chromepet
NPIIN1000010534,Reddy,Arun,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Urology,Guindy
NPIIN1000010535,Reddy,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Mogappair
NPIIN1000010536,Rajan,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Adyar
NPIIN1000010537,Subramanian,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Tambaram
NPIIN1000010538,Kumar,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Ambattur
NPIIN1000010539,Krishnan,Priya,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Neurology,Tambaram
NPIIN1000010540,Krishnan,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Thiruvanmiyur
NPIIN1000010541,Sharma,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,T Nagar
NPIIN1000010542,Subramanian,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Velachery
NPIIN1000010543,Reddy,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Ambattur
NPIIN1000010544,Kumar,Vijay,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Cardiology,Guindy
NPIIN1000010545,Subramanian,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,T Nagar
NPIIN1000010546,Kumar,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Pallavaram
NPIIN1000010547,Narayanan,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Ambattur
NPIIN1000010548,Narayanan,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Royapettah
NPIIN1000010549,Murugan,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Mogappair
NPIIN1000010550,Reddy,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Velachery
NPIIN1000010551,Iyer,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Kodambakkam
NPIIN1000010552,Iyer,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Velachery
NPIIN1000010553,Sharma,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Mylapore
NPIIN1000010554,Iyer,Vijay,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,ENT,Alandur
NPIIN1000010555,Iyer,Ravi,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Pediatrics,Anna Nagar
NPIIN1000010556,Rajan,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Ambattur
NPIIN1000010557,Krishnan,Sathish,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Neurology,Kodambakkam
NPIIN1000010558,Sharma,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Perambur
NPIIN1000010559,Narayanan,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Tambaram
NPIIN1000010560,Krishnan,Swetha,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Diabetology,Porur
NPIIN1000010561,Rajan,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Guindy
NPIIN1000010562,Iyer,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Ambattur
NPIIN1000010563,Sharma,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Adyar
NPIIN1000010564,Krishnan,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Guindy
NPIIN1000010565,Menon,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Chromepet
NPIIN1000010566,Murugan,Lakshmi,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Neurology,Porur
NPIIN1000010567,Kumar,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Egmore
NPIIN1000010568,Murugan,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Mogappair
NPIIN1000010569,Krishnan,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Chromepet
NPIIN1000010570,Murugan,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Porur
NPIIN1000010571,Menon,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Egmore
NPIIN1000010572,Narayanan,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Mylapore
NPIIN1000010573,Rajan,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Thiruvanmiyur
NPIIN1000010574,Menon,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Sholinganallur
NPIIN1000010575,Murugan,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,T Nagar
NPIIN1000010576,Murugan,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Mylapore
NPIIN1000010577,Menon,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,T Nagar
NPIIN1000010578,Sharma,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Adyar
NPIIN1000010579,Rajan,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,T Nagar
NPIIN1000010580,Menon,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Mylapore
NPIIN1000010581,Kumar,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Alandur
NPIIN1000010582,Krishnan,Swetha,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Endocrinology,Pallavaram
NPIIN1000010583,Krishnan,Sathish,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Orthopedics,Guindy
NPIIN1000010584,Menon,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Chromepet
NPIIN1000010585,Rajan,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Anna Nagar
NPIIN1000010586,Krishnan,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Mogappair
NPIIN1000010587,Kumar,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Alandur
NPIIN1000010588,Kumar,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Thiruvanmiyur
NPIIN1000010589,Iyer,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Alandur
NPIIN1000010590,Menon,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Adyar
NPIIN1000010591,Iyer,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Adyar
NPIIN1000010592,Iyer,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Porur
NPIIN1000010593,Menon,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Velachery
NPIIN1000010594,Krishnan,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Perambur
NPIIN1000010595,Menon,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Egmore
NPIIN1000010596,Reddy,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Royapettah
NPIIN1000010597,Kumar,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,T Nagar
NPIIN1000010598,Krishnan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Royapettah
NPIIN1000010599,Iyer,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Mylapore
NPIIN1000010600,Narayanan,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Thiruvanmiyur
NPIIN1000010601,Rajan,Rajesh,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,General Medicine,Nungambakkam
NPIIN1000010602,Kumar,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Pallavaram
NPIIN1000010603,Subramanian,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Nungambakkam
NPIIN1000010604,Krishnan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Porur
NPIIN1000010605,Subramanian,Divya,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Dermatology,Guindy
NPIIN1000010606,Murugan,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Velachery
NPIIN1000010607,Murugan,Suresh,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Endocrinology,Mylapore
NPIIN1000010608,Sharma,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Kodambakkam
NPIIN1000010609,Rajan,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Nungambakkam
NPIIN1000010610,Iyer,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Tambaram
NPIIN1000010611,Menon,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Perambur
NPIIN1000010612,Krishnan,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Mylapore
NPIIN1000010613,Murugan,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Nungambakkam
NPIIN1000010614,Narayanan,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Porur
NPIIN1000010615,Rajan,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Mogappair
NPIIN1000010616,Menon,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Pallavaram
NPIIN1000010617,Iyer,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Nungambakkam
NPIIN1000010618,Kumar,Priya,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Endocrinology,T Nagar
NPIIN1000010619,Narayanan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Porur
NPIIN1000010620,Krishnan,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Pallavaram
NPIIN1000010621,Iyer,Karthik,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Pulmonology,Kodambakkam
NPIIN1000010622,Sharma,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Egmore
NPIIN1000010623,Murugan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Adyar
NPIIN1000010624,Reddy,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Chromepet
NPIIN1000010625,Narayanan,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Ambattur
NPIIN1000010626,Reddy,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Pallavaram
NPIIN1000010627,Rajan,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Anna Nagar
NPIIN1000010628,Krishnan,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Nungambakkam
NPIIN1000010629,Menon,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Adyar
NPIIN1000010630,Rajan,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Mylapore
NPIIN1000010631,Menon,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Egmore
NPIIN1000010632,Iyer,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Ambattur
NPIIN1000010633,Krishnan,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Mylapore
